0.995264	0.109208	-2.364388	1
-0.341378	-0.129261	-2.364388	1
-0.512265	-1.645649	-2.364388	1
2.095236	-0.541802	-2.364388	1
-0.167288	-0.678364	-2.364388	1
1.806815	-0.693963	-1.214944	2
1.67529	0.783508	-1.214944	2
3.046728	0.581664	-1.214944	2
0.964376	-0.482399	-1.214944	2
1.014199	-0.927727	-1.214944	2
1.136145	0.980063	1.287858	3
2.401872	0.063061	1.287858	3
0.518589	-0.704735	1.287858	3
2.93947	-0.528631	1.287858	3
0.913301	0.353396	1.287858	3
1.903348	1.535661	-0.254091	4
4.767153	0.18369	-0.254091	4
3.161007	0.85027	-0.254091	4
2.589452	0.412065	-0.254091	4
2.857049	1.302453	-0.254091	4
1.025878	-0.132683	-1.03802	5
0.821478	0.370577	-1.03802	5
2.955556	0.936118	-1.03802	5
1.099721	-0.161106	-1.03802	5
1.198072	-1.065263	-1.03802	5
5.252292	0.954347	0.079399	6
0.953322	-0.910672	0.079399	6
1.419893	-1.003387	0.079399	6
2.985132	-0.928152	0.079399	6
2.80098	-0.874171	0.079399	6
-0.071381	-1.120471	-0.470968	7
-0.028915	-0.937048	-0.470968	7
2.55006	-0.104639	-0.470968	7
2.037963	-0.094459	-0.470968	7
0.572667	-1.106071	-0.470968	7
3.623137	1.040198	-0.677279	8
3.543463	-0.010228	-0.677279	8
2.797148	1.171581	-0.677279	8
3.306371	1.359017	-0.677279	8
1.17111	1.06798	-0.677279	8
1.878478	-0.466018	-0.477255	9
3.811558	1.278325	-0.477255	9
5.222921	2.43165	-0.477255	9
4.050936	1.488224	-0.477255	9
2.146958	-0.066218	-0.477255	9
-1.461976	-2.99099	-1.01492	10
-0.837184	-2.500825	-1.01492	10
-0.256897	-1.216512	-1.01492	10
1.206857	-1.441586	-1.01492	10
1.168938	-2.060157	-1.01492	10
1.489021	-0.927667	-0.360149	11
2.080497	-1.251507	-0.360149	11
2.171484	-0.213046	-0.360149	11
2.313615	0.595052	-0.360149	11
0.836529	1.243542	-0.360149	11
2.909056	-0.632764	1.037926	12
2.222431	-0.710042	1.037926	12
3.501218	0.890117	1.037926	12
3.261688	1.035582	1.037926	12
4.295341	2.153978	1.037926	12
0.175862	-1.115888	-0.060305	13
3.859969	0.623823	-0.060305	13
1.969271	-0.784157	-0.060305	13
1.602524	-1.212454	-0.060305	13
2.46638	-0.630242	-0.060305	13
2.141432	-0.515355	-2.206083	14
1.619435	0.427533	-2.206083	14
-0.485387	-1.106009	-2.206083	14
-0.909138	-2.922128	-2.206083	14
-0.890449	-1.394437	-2.206083	14
3.888064	-0.354526	0.491908	15
1.427161	1.43185	0.491908	15
2.198215	-0.235542	0.491908	15
-0.399641	-1.198308	0.491908	15
1.325815	-0.133718	0.491908	15
3.887158	1.878592	-0.700636	16
1.965907	0.029847	-0.700636	16
0.927626	0.097286	-0.700636	16
2.972634	-0.902974	-0.700636	16
1.171778	-0.345602	-0.700636	16
1.42923	-0.370709	-0.031633	17
0.84036	0.092895	-0.031633	17
0.140384	0.399062	-0.031633	17
1.363624	0.034147	-0.031633	17
2.75612	0.741111	-0.031633	17
2.087526	-1.615714	-0.546661	18
2.990549	-1.504248	-0.546661	18
3.802464	0.268398	-0.546661	18
2.993782	0.923505	-0.546661	18
2.121173	-0.164514	-0.546661	18
4.813138	3.017307	1.486402	19
3.978357	1.757854	1.486402	19
2.128858	0.34201	1.486402	19
2.878449	1.334937	1.486402	19
3.871164	1.001284	1.486402	19
-0.046934	-0.617693	0.456847	20
0.183902	-0.907236	0.456847	20
-0.38839	-0.764055	0.456847	20
1.498493	-0.050609	0.456847	20
0.425128	-0.22255	0.456847	20
-0.309964	-0.556563	-1.063584	21
1.114995	-0.036141	-1.063584	21
1.938009	0.476774	-1.063584	21
0.049282	0.541736	-1.063584	21
3.009812	1.04191	-1.063584	21
0.863161	-1.822948	0.067439	22
2.639317	-0.555096	0.067439	22
3.285126	0.69126	0.067439	22
1.919276	0.654044	0.067439	22
1.923906	-0.483957	0.067439	22
2.568447	-0.407987	0.452873	23
1.994754	-0.405413	0.452873	23
1.956407	-0.528306	0.452873	23
1.847015	1.348795	0.452873	23
1.632054	-0.240684	0.452873	23
3.588805	0.953914	0.728865	24
0.911996	-0.131514	0.728865	24
3.353065	1.393306	0.728865	24
1.506228	-0.300733	0.728865	24
-1.11575	-2.942124	0.728865	24
3.697018	0.979127	0.646127	25
3.475835	-0.624001	0.646127	25
3.247728	-0.222054	0.646127	25
5.496199	1.671257	0.646127	25
2.62994	1.252227	0.646127	25
3.642754	0.185472	-0.740896	26
0.416738	-0.160668	-0.740896	26
2.041573	0.206018	-0.740896	26
1.695678	-0.034289	-0.740896	26
-1.870657	-1.534245	-0.740896	26
2.267209	1.108441	-1.949691	27
1.377151	-2.225061	-1.949691	27
0.689944	-0.975287	-1.949691	27
3.20135	-1.268647	-1.949691	27
